story_id,story_group_id,title,sub_title,visible_type,story_end,pre_story_id,love_level,requirement_id,unlock_quest_id,story_quest_id,reward_type_1,reward_id_1,reward_value_1,reward_type_2,reward_id_2,reward_value_2,reward_type_3,reward_id_3,reward_value_3,start_time,end_time
5021005,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ 第5話","想いは届く",0,0,5021004,0,0,0,0,8,91002,20,2,31105,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
5021006,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ 第6話","夜空を照らす輝き",0,0,5021005,0,0,0,0,8,91002,20,2,31014,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
5021007,5021,"真夏のマホマホ王国　波打ち際のソウルサマー！ エンディング","大切なプレゼント",0,0,5021006,0,0,0,0,8,91002,20,2,31105,1,0,0,0,"2019/07/31 12:00:00","2030/12/31 14:59:59"
5023000,5023,"森の臆病者と聖なる学舎の異端児 オープニング","突然の試練",0,0,0,0,0,0,0,8,91002,20,2,31040,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5023001,5023,"森の臆病者と聖なる学舎の異端児 第1話","その名はなかよし部",0,0,5023000,0,0,0,0,8,91002,20,2,31056,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5023002,5023,"森の臆病者と聖なる学舎の異端児 第2話","最初の一歩",0,0,5023001,0,0,0,0,8,91002,20,2,31040,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5023003,5023,"森の臆病者と聖なる学舎の異端児 第3話","特別講座準備中！",0,0,5023002,0,0,0,0,8,91002,20,2,31056,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5023004,5023,"森の臆病者と聖なる学舎の異端児 第4話","ハードルを越える時",0,0,5023003,0,0,0,0,8,91002,20,2,31040,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5023005,5023,"森の臆病者と聖なる学舎の異端児 第5話","マンドラゴラ捕獲作戦",0,0,5023004,0,0,0,0,8,91002,20,2,31056,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5023006,5023,"森の臆病者と聖なる学舎の異端児 第6話","絆はすでに心の中に",0,0,5023005,0,0,0,0,8,91002,20,2,31040,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5023007,5023,"森の臆病者と聖なる学舎の異端児 エンディング","そして続く青春",0,0,5023006,0,0,0,0,8,91002,20,2,31056,1,0,0,0,"2019/08/31 12:00:00","2030/12/31 14:59:59"
5025000,5025,"リトル・ブレイブ・ハロウィンナイト！ オープニング","危険な好奇心",0,0,0,0,0,0,0,8,91002,20,2,31036,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025001,5025,"リトル・ブレイブ・ハロウィンナイト！ 第1話","ミッシングチルドレン",0,0,5025000,0,0,0,0,8,91002,20,2,31112,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025002,5025,"リトル・ブレイブ・ハロウィンナイト！ 第2話","その声は異空をこえて",0,0,5025001,0,0,0,0,8,91002,20,2,31036,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025003,5025,"リトル・ブレイブ・ハロウィンナイト！ 第3話","絆が開く扉",0,0,5025002,0,0,0,0,8,91002,20,2,31112,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025004,5025,"リトル・ブレイブ・ハロウィンナイト！ 第4話","見知らぬ少女と謎の声",0,0,5025003,0,0,0,0,8,91002,20,2,31036,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025005,5025,"リトル・ブレイブ・ハロウィンナイト！ 第5話","囚われし者たちの館",0,0,5025004,0,0,0,0,8,91002,20,2,31112,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025006,5025,"リトル・ブレイブ・ハロウィンナイト！ 第6話","悲しい夜にさよならを",0,0,5025005,0,0,0,0,8,91002,20,2,31036,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025007,5025,"ハロウィン演出","ハロウィン演出",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5025008,5025,"リトル・ブレイブ・ハロウィンナイト！ エンディング","フォーエバーフレンズ",0,0,5025006,0,0,0,0,8,91002,20,2,31112,1,0,0,0,"2019/09/30 12:00:00","2030/12/31 14:59:59"
5027000,5027,"ドラゴンエクスプローラーズ オープニング","極秘指令",0,0,0,0,0,0,0,8,91002,20,2,31005,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5027001,5027,"ドラゴンエクスプローラーズ 第1話","いざ新天地へ",0,0,5027000,0,0,0,0,8,91002,20,2,31037,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5027002,5027,"ドラゴンエクスプローラーズ 第2話","上陸、エルピス島",0,0,5027001,0,0,0,0,8,91002,20,2,31005,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5027003,5027,"ドラゴンエクスプローラーズ 第3話","真夜中の襲撃者",0,0,5027002,0,0,0,0,8,91002,20,2,31037,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5027004,5027,"ドラゴンエクスプローラーズ 第4話","抜け駆けの代償",0,0,5027003,0,0,0,0,8,91002,20,2,31005,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5027005,5027,"ドラゴンエクスプローラーズ 第5話","密林遺跡に潜むモノ",0,0,5027004,0,0,0,0,8,91002,20,2,31037,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5027006,5027,"ドラゴンエクスプローラーズ 第6話","竜の逆鱗",0,0,5027005,0,0,0,0,8,91002,20,2,31005,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5027007,5027,"ドラゴンエクスプローラーズ エンディング","そして、冒険は終わらない",0,0,5027006,0,0,0,0,8,91002,20,2,31037,1,0,0,0,"2019/10/31 12:00:00","2030/12/31 14:59:59"
5029000,5029,"プレゼントパニック！　ランドソルのサンタたち オープニング","クリスマスはサンタと共に",0,0,0,0,0,0,0,8,91002,20,2,31044,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5029001,5029,"プレゼントパニック！　ランドソルのサンタたち 第1話","プリンと弾ける贈り物",0,0,5029000,0,0,0,0,8,91002,20,2,31116,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5029002,5029,"プレゼントパニック！　ランドソルのサンタたち 第2話","いい子に正義のプレゼント",0,0,5029001,0,0,0,0,8,91002,20,2,31044,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5029003,5029,"プレゼントパニック！　ランドソルのサンタたち 第3話","大進撃、サンタクロース",0,0,5029002,0,0,0,0,8,91002,20,2,31116,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5029004,5029,"プレゼントパニック！　ランドソルのサンタたち 第4話","白い雪、白い湯煙",0,0,5029003,0,0,0,0,8,91002,20,2,31044,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5029005,5029,"プレゼントパニック！　ランドソルのサンタたち 第5話","聖夜の反逆者",0,0,5029004,0,0,0,0,8,91002,20,2,31116,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5029006,5029,"プレゼントパニック！　ランドソルのサンタたち 第6話","雪降る夜のアンコール",0,0,5029005,0,0,0,0,8,91002,20,2,31044,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5029007,5029,"プレゼントパニック！　ランドソルのサンタたち エンディング","贈る者にも贈り物",0,0,5029006,0,0,0,0,8,91002,20,2,31116,1,0,0,0,"2019/11/30 12:00:00","2030/12/31 14:59:59"
5031000,5031,"激走！　ランドソルギルドレース オープニング","今年最後の大勝負",0,0,0,0,0,0,0,8,91002,20,2,31021,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031001,5031,"激走！　ランドソルギルドレース 第1話","熱狂のレーススタート",0,0,5031000,0,0,0,0,8,91002,20,2,31121,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031002,5031,"激走！　ランドソルギルドレース 第2話","ごちそうと信頼と",0,0,5031001,0,0,0,0,8,91002,20,2,31021,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031003,5031,"激走！　ランドソルギルドレース 第3話","大混乱の森林",0,0,5031002,0,0,0,0,8,91002,20,2,31121,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031004,5031,"激走！　ランドソルギルドレース 第4話","火中のデッドヒート",0,0,5031003,0,0,0,0,8,91002,20,2,31021,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031005,5031,"激走！　ランドソルギルドレース 第5話","山神様降臨！",0,0,5031004,0,0,0,0,8,91002,20,2,31121,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031006,5031,"激走！　ランドソルギルドレース 第6話","想いがつなぐゴール",0,0,5031005,0,0,0,0,8,91002,20,2,31021,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031007,5031,"激走！　ランドソルギルドレース エンディング","祝福は鐘の音と共に",0,0,5031006,0,0,0,0,8,91002,20,2,31121,1,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5031501,5031,"新年演出","新年演出",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/12/31 12:00:00","2030/12/31 14:59:59"
5033000,5033,"魔法少女　二人はミスティ＆ピュアリー オープニング","私たちが魔法少女！？",0,0,0,0,0,0,0,8,91002,20,2,31049,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033001,5033,"魔法少女　二人はミスティ＆ピュアリー 第1話","愛と希望の初陣",0,0,5033000,0,0,0,0,8,91002,20,2,31123,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033002,5033,"魔法少女　二人はミスティ＆ピュアリー 第2話","特訓、決めポーズ！",0,0,5033001,0,0,0,0,8,91002,20,2,31049,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033003,5033,"魔法少女　二人はミスティ＆ピュアリー 第3話","愛と希望を振りまいて",0,0,5033002,0,0,0,0,8,91002,20,2,31123,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033004,5033,"魔法少女　二人はミスティ＆ピュアリー 第4話","三人目の魔法少女（？）",0,0,5033003,0,0,0,0,8,91002,20,2,31049,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033005,5033,"魔法少女　二人はミスティ＆ピュアリー 第5話","深い愛、闇の影",0,0,5033004,0,0,0,0,8,91002,20,2,31123,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033006,5033,"魔法少女　二人はミスティ＆ピュアリー 第6話","集う、愛と希望と──",0,0,5033005,0,0,0,0,8,91002,20,2,31049,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033007,5033,"勝利演出","勝利演出",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
5033008,5033,"魔法少女　二人はミスティ＆ピュアリー エンディング","愛と希望が満ちる街",0,0,5033006,0,0,0,0,8,91002,20,2,31123,1,0,0,0,"2020/01/31 12:00:00","2030/12/31 14:59:59"
