d1fcda0c72a5b5c9ffbcaae721abec24ed30501906645bc91d95447b8f638792,ec403d1e9381933f524741ac7ddf428a5befc2d3c39d260c53de8d3da096f8a9,a160b8330166061b27e664c49d628baff4e9451336fbcd00ae951039aaf7a2d7,4cca6da2ff569548f090dac0c1ffbc0bea98cc1f0a57210018495c29bef5a839,83f3da75d611414adab2d87b401ab7ba01960c3a1e6b7762fb1004f4e5a74d3c,e480e130c3d0a62fd77dd5076eb35a683192444ca1e34fead9d659bfbef9b174,d6e831befca81c68b28a8a7754194dfd5bb4ad15f241269d34a2484beb9eaa06,cd8e8932b54fed00fc8f881659268f2a872963bbf45e3b598b348fba297a8cf2,b1a5fca50d062c263940b67e553ea8ebddbcf9962a0e46507c033eaca9f8038e,8716601f73f94d1bd493b737e5c1b40a3f88395ee36e9049b0049f6f36bb4f74,74e9c9056952a6d610caa5a3c4b3f2b554d47810d8f4a4b0b90257f9c8a21593,63a35a12b8fa6851b5807d4151502aebf47dbf07ec42ed01d678cb07b933c5b1,b63bb51898a4555131dc8cb1e22b47b33060c30f4b3ce5777d186068d15e46c6,2d4ef2451c62ddf85cf807bf7a6c881677ab8114c04f0dd74d257373d41a2aee
250,31,2000.0,101,30,1,-1,"2021/9/3 5:00","2021/9/6 4:59",0,0,0,0,1
251,41,2000.0,101,40,1,-1,"2021/9/3 5:00","2021/9/6 4:59",0,0,0,0,1
252,34,2000.0,103,30,1,-1,"2021/9/6 5:00","2021/9/12 4:59",0,0,0,0,1
253,44,2000.0,103,40,1,-1,"2021/9/6 5:00","2021/9/12 4:59",0,0,0,0,1
254,91,2000.0,101,100,1,-1,"2021/9/6 5:00","2021/9/10 4:59",0,0,0,0,1
255,92,2000.0,102,100,1,-1,"2021/9/6 5:00","2021/9/10 4:59",0,0,0,0,1
256,93,2000.0,111,100,1,-1,"2021/9/6 9:00","2021/9/10 4:59",0,0,0,0,1
257,94,2000.0,109,100,1,-1,"2021/9/6 5:00","2021/9/10 4:59",0,0,0,0,1
258,95,2000.0,112,100,1,-1,"2021/9/6 9:00","2021/9/10 4:59",0,0,0,0,1
259,96,2000.0,6004,100,1,-1,"2021/9/6 9:00","2021/9/10 4:59",0,0,0,0,1
260,97,2000.0,6005,100,1,-1,"2021/9/6 9:00","2021/9/10 4:59",0,0,0,0,1
261,251,2000.0,7004,80,1,-1,"2021/8/23 11:00","2021/8/30 23:59",0,0,0,0,1
262,252,2000.0,7005,80,1,-1,"2021/8/23 11:00","2021/8/30 23:59",0,0,0,0,1
263,31,2000.0,101,30,1,-1,"2021/9/9 5:00","2021/9/14 4:59",0,0,0,0,1
264,41,2000.0,101,40,1,-1,"2021/9/9 5:00","2021/9/14 4:59",0,0,0,0,1
265,37,2000.0,109,30,1,-1,"2021/9/14 5:00","2021/9/19 4:59",0,0,0,0,1
266,45,2000.0,104,40,1,-1,"2021/9/16 5:00","2021/9/25 4:59",0,0,0,0,1
267,34,2000.0,103,30,1,-1,"2021/9/17 5:00","2021/9/24 4:59",0,0,0,0,1
268,44,2000.0,103,40,1,-1,"2021/9/17 5:00","2021/9/24 4:59",0,0,0,0,1
269,31,2000.0,101,30,1,-1,"2021/9/19 5:00","2021/9/25 4:59",0,0,0,0,1
270,41,2000.0,101,40,1,-1,"2021/9/19 5:00","2021/9/25 4:59",0,0,0,0,1
271,151,2000.0,6004,80,1,-1,"2021/9/6 9:00","2021/9/20 23:59",0,0,0,0,1
272,152,2000.0,6005,80,1,-1,"2021/9/6 9:00","2021/9/20 23:59",0,0,0,0,1
273,38,2000.0,112,30,1,-1,"2021/9/14 5:00","2021/9/19 4:59",0,0,0,0,1
274,32,2000.0,102,30,1,-1,"2021/9/25 5:00","2021/10/1 4:59",0,0,0,0,1
275,42,2000.0,102,40,1,-1,"2021/9/25 5:00","2021/10/1 4:59",0,0,0,0,1
276,31,2000.0,101,30,1,-1,"2021/10/1 5:00","2021/10/4 4:59",0,0,0,0,1
277,41,2000.0,101,40,1,-1,"2021/10/1 5:00","2021/10/4 4:59",0,0,0,0,1
278,37,2000.0,109,30,1,-1,"2021/9/30 5:00","2021/10/3 4:59",0,0,0,0,1
279,38,2000.0,112,30,1,-1,"2021/9/30 5:00","2021/10/3 4:59",0,0,0,0,1
280,34,2000.0,103,30,1,-1,"2021/10/4 5:00","2021/10/10 4:59",0,0,0,0,1
281,44,2000.0,103,40,1,-1,"2021/10/4 5:00","2021/10/10 4:59",0,0,0,0,1
282,251,2000.0,7004,80,1,-1,"2021/9/21 11:00","2021/9/28 23:59",0,0,0,0,1
283,252,2000.0,7005,80,1,-1,"2021/9/21 11:00","2021/9/28 23:59",0,0,0,0,1
284,31,2000.0,101,30,1,-1,"2021/10/8 5:00","2021/10/13 4:59",0,0,0,0,1
285,41,2000.0,101,40,1,-1,"2021/10/8 5:00","2021/10/13 4:59",0,0,0,0,1
286,37,2000.0,109,30,1,-1,"2021/10/13 5:00","2021/10/18 4:59",0,0,0,0,1
287,38,2000.0,112,30,1,-1,"2021/10/13 5:00","2021/10/18 4:59",0,0,0,0,1
288,45,2000.0,104,40,1,-1,"2021/10/13 5:00","2021/10/22 4:59",0,0,0,0,1
289,151,2000.0,6004,80,1,-1,"2021/10/4 11:00","2021/10/18 23:59",0,0,0,0,1
290,152,2000.0,6005,80,1,-1,"2021/10/4 11:00","2021/10/18 23:59",0,0,0,0,1
291,34,2000.0,103,30,1,-1,"2021/10/16 5:00","2021/10/23 4:59",0,0,0,0,1
292,44,2000.0,103,40,1,-1,"2021/10/16 5:00","2021/10/23 4:59",0,0,0,0,1
293,31,2000.0,101,30,1,-1,"2021/10/18 5:00","2021/10/24 4:59",0,0,0,0,1
294,41,2000.0,101,40,1,-1,"2021/10/18 5:00","2021/10/24 4:59",0,0,0,0,1
295,32,2000.0,102,30,1,-1,"2021/10/24 5:00","2021/10/30 4:59",0,0,0,0,1
296,42,2000.0,102,40,1,-1,"2021/10/24 5:00","2021/10/30 4:59",0,0,0,0,1
297,37,2000.0,109,30,1,-1,"2021/10/27 5:00","2021/10/30 4:59",0,0,0,0,1
298,38,2000.0,112,30,1,-1,"2021/10/27 5:00","2021/10/30 4:59",0,0,0,0,1
299,31,2000.0,101,30,1,-1,"2021/10/28 5:00","2021/11/1 4:59",0,0,0,0,1
300,41,2000.0,101,40,1,-1,"2021/10/28 5:00","2021/11/1 4:59",0,0,0,0,1
301,34,2000.0,103,30,1,-1,"2021/11/1 5:00","2021/11/7 4:59",0,0,0,0,1
302,44,2000.0,103,40,1,-1,"2021/11/1 5:00","2021/11/7 4:59",0,0,0,0,1
303,251,2000.0,7004,80,1,-1,"2021/10/19 11:00","2021/10/26 23:59",0,0,0,0,1
304,252,2000.0,7005,80,1,-1,"2021/10/19 11:00","2021/10/26 23:59",0,0,0,0,1
305,151,2000.0,6004,80,1,-1,"2021/11/1 11:00","2021/11/15 23:59",0,0,0,0,1
306,152,2000.0,6005,80,1,-1,"2021/11/1 11:00","2021/11/15 23:59",0,0,0,0,1
307,31,2000.0,101,30,1,-1,"2021/11/6 5:00","2021/11/11 4:59",0,0,0,0,1
308,41,2000.0,101,40,1,-1,"2021/11/6 5:00","2021/11/11 4:59",0,0,0,0,1
309,37,2000.0,109,30,1,-1,"2021/11/11 5:00","2021/11/16 4:59",0,0,0,0,1
310,38,2000.0,112,30,1,-1,"2021/11/11 5:00","2021/11/16 4:59",0,0,0,0,1
311,45,2000.0,104,40,1,-1,"2021/11/11 5:00","2021/11/20 4:59",0,0,0,0,1
312,31,2000.0,101,30,1,-1,"2021/11/15 5:00","2021/11/20 4:59",0,0,0,0,1
313,41,2000.0,101,40,1,-1,"2021/11/15 5:00","2021/11/20 4:59",0,0,0,0,1
314,34,2000.0,103,30,1,-1,"2021/11/15 5:00","2021/11/22 4:59",0,0,0,0,1
315,44,2000.0,103,40,1,-1,"2021/11/15 5:00","2021/11/22 4:59",0,0,0,0,1
316,32,2000.0,102,30,1,-1,"2021/11/20 5:00","2021/11/26 4:59",0,0,0,0,1
317,42,2000.0,102,40,1,-1,"2021/11/20 5:00","2021/11/26 4:59",0,0,0,0,1
318,37,2000.0,109,30,1,-1,"2021/11/22 5:00","2021/11/26 4:59",0,0,0,0,1
319,38,2000.0,112,30,1,-1,"2021/11/22 5:00","2021/11/26 4:59",0,0,0,0,1
320,31,2000.0,101,30,1,-1,"2021/11/26 5:00","2021/11/30 4:59",0,0,0,0,1
321,41,2000.0,101,40,1,-1,"2021/11/26 5:00","2021/11/30 4:59",0,0,0,0,1
322,34,2000.0,103,30,1,-1,"2021/11/30 5:00","2021/12/6 4:59",0,0,0,0,1
323,44,2000.0,103,40,1,-1,"2021/11/30 5:00","2021/12/6 4:59",0,0,0,0,1
324,81,2000.0,101,80,1,-1,"2021/11/30 5:00","2021/12/31 4:59",0,0,0,0,1
325,82,2000.0,102,80,1,-1,"2021/11/30 5:00","2021/12/31 4:59",0,0,0,0,1
326,83,2000.0,111,80,1,-1,"2021/11/30 5:00","2021/12/31 4:59",0,0,0,0,1
327,84,2000.0,109,80,1,-1,"2021/11/30 5:00","2021/12/31 4:59",0,0,0,0,1
328,85,2000.0,112,80,1,-1,"2021/11/30 5:00","2021/12/31 4:59",0,0,0,0,1
329,251,2000.0,7004,80,1,-1,"2021/11/16 11:00","2021/11/23 23:59",0,0,0,0,1
330,252,2000.0,7005,80,1,-1,"2021/11/16 11:00","2021/11/23 23:59",0,0,0,0,1
331,31,2000.0,101,30,1,-1,"2021/12/4 5:00","2021/12/11 4:59",0,0,0,0,1
332,41,2000.0,101,40,1,-1,"2021/12/4 5:00","2021/12/11 4:59",0,0,0,0,1
333,45,2000.0,104,40,1,-1,"2021/12/10 5:00","2021/12/19 4:59",0,0,0,0,1
334,37,2000.0,109,30,1,-1,"2021/12/11 5:00","2021/12/16 4:59",0,0,0,0,1
335,38,2000.0,112,30,1,-1,"2021/12/11 5:00","2021/12/16 4:59",0,0,0,0,1
336,34,2000.0,103,30,1,-1,"2021/12/14 5:00","2021/12/22 4:59",0,0,0,0,1
337,44,2000.0,103,40,1,-1,"2021/12/14 5:00","2021/12/22 4:59",0,0,0,0,1
338,31,2000.0,101,30,1,-1,"2021/12/16 5:00","2021/12/23 4:59",0,0,0,0,1
339,41,2000.0,101,40,1,-1,"2021/12/16 5:00","2021/12/23 4:59",0,0,0,0,1
340,151,2000.0,6004,80,1,-1,"2021/11/30 11:00","2021/12/14 23:59",0,0,0,0,1
341,152,2000.0,6005,80,1,-1,"2021/11/30 11:00","2021/12/14 23:59",0,0,0,0,1
342,251,2000.0,7004,80,1,-1,"2021/12/16 11:00","2021/12/23 23:59",0,0,0,0,1
343,252,2000.0,7005,80,1,-1,"2021/12/16 11:00","2021/12/23 23:59",0,0,0,0,1
344,32,2000.0,102,30,1,-1,"2021/12/23 5:00","2021/12/28 4:59",0,0,0,0,1
345,42,2000.0,102,40,1,-1,"2021/12/23 5:00","2021/12/28 4:59",0,0,0,0,1
346,37,2000.0,109,30,1,-1,"2021/12/23 5:00","2021/12/28 4:59",0,0,0,0,1
347,38,2000.0,112,30,1,-1,"2021/12/23 5:00","2021/12/28 4:59",0,0,0,0,1
348,31,2000.0,101,30,1,-1,"2021/12/28 5:00","2021/12/31 4:59",0,0,0,0,1
349,41,2000.0,101,40,1,-1,"2021/12/28 5:00","2021/12/31 4:59",0,0,0,0,1
350,34,2000.0,103,30,1,-1,"2021/12/31 5:00","2022/1/7 4:59",0,0,0,0,1
351,44,2000.0,103,40,1,-1,"2021/12/31 5:00","2022/1/7 4:59",0,0,0,0,1
352,31,2000.0,101,30,1,-1,"2022/1/1 5:00","2022/1/7 4:59",0,0,0,0,1
353,41,2000.0,101,40,1,-1,"2022/1/1 5:00","2022/1/7 4:59",0,0,0,0,1
354,37,2000.0,109,30,1,-1,"2022/1/7 5:00","2022/1/12 4:59",0,0,0,0,1
355,38,2000.0,112,30,1,-1,"2022/1/7 5:00","2022/1/12 4:59",0,0,0,0,1
356,45,2000.0,104,40,1,-1,"2022/1/10 5:00","2022/1/19 4:59",0,0,0,0,1
357,31,2000.0,101,30,1,-1,"2022/1/12 5:00","2022/1/20 4:59",0,0,0,0,1
358,41,2000.0,101,40,1,-1,"2022/1/12 5:00","2022/1/20 4:59",0,0,0,0,1
359,34,2000.0,103,30,1,-1,"2022/1/14 5:00","2022/1/22 4:59",0,0,0,0,1
360,44,2000.0,103,40,1,-1,"2022/1/14 5:00","2022/1/22 4:59",0,0,0,0,1
361,151,2000.0,6004,80,1,-1,"2021/12/31 11:00","2022/1/14 23:59",0,0,0,0,1
362,152,2000.0,6005,80,1,-1,"2021/12/31 11:00","2022/1/14 23:59",0,0,0,0,1
363,32,2000.0,102,30,1,-1,"2022/1/20 5:00","2022/1/25 4:59",0,0,0,0,1
364,42,2000.0,102,40,1,-1,"2022/1/20 5:00","2022/1/25 4:59",0,0,0,0,1
365,37,2000.0,109,30,1,-1,"2022/1/20 5:00","2022/1/25 4:59",0,0,0,0,1
366,38,2000.0,112,30,1,-1,"2022/1/20 5:00","2022/1/25 4:59",0,0,0,0,1
367,31,2000.0,101,30,1,-1,"2022/1/25 5:00","2022/1/28 4:59",0,0,0,0,1
368,41,2000.0,101,40,1,-1,"2022/1/25 5:00","2022/1/28 4:59",0,0,0,0,1
369,34,2000.0,103,30,1,-1,"2022/1/28 5:00","2022/2/12 4:59",0,0,0,0,1
370,44,2000.0,103,40,1,-1,"2022/1/28 5:00","2022/2/12 4:59",0,0,0,0,1
371,251,2000.0,7004,80,1,-1,"2022/1/14 11:00","2022/1/21 23:59",0,0,0,0,1
372,252,2000.0,7005,80,1,-1,"2022/1/14 11:00","2022/1/21 23:59",0,0,0,0,1
373,31,3000.0,101,30,1,-1,"2022/1/31 5:00","2022/2/6 4:59",0,0,0,0,1
374,41,3000.0,101,40,1,-1,"2022/1/31 5:00","2022/2/6 4:59",0,0,0,0,1
375,45,2000.0,104,40,1,-1,"2022/2/4 5:00","2022/2/13 4:59",0,0,0,0,1
376,37,2000.0,109,30,1,-1,"2022/2/6 5:00","2022/2/11 4:59",0,0,0,0,1
377,38,2000.0,112,30,1,-1,"2022/2/6 5:00","2022/2/11 4:59",0,0,0,0,1
378,31,2000.0,101,30,1,-1,"2022/2/13 5:00","2022/2/20 4:59",0,0,0,0,1
379,41,2000.0,101,40,1,-1,"2022/2/13 5:00","2022/2/20 4:59",0,0,0,0,1
380,151,2000.0,6004,80,1,-1,"2022/1/28 11:00","2022/2/10 23:59",0,0,0,0,1
381,152,2000.0,6005,80,1,-1,"2022/1/28 11:00","2022/2/10 23:59",0,0,0,0,1
382,251,2000.0,7004,80,1,-1,"2022/2/14 11:00","2022/2/21 23:59",0,0,0,0,1
383,252,2000.0,7005,80,1,-1,"2022/2/14 11:00","2022/2/21 23:59",0,0,0,0,1
384,34,2000.0,103,30,1,-1,"2022/2/16 5:00","2022/2/20 4:59",0,0,0,0,1
385,44,2000.0,103,40,1,-1,"2022/2/16 5:00","2022/2/20 4:59",0,0,0,0,1
386,32,2000.0,102,30,1,-1,"2022/2/20 5:00","2022/2/25 4:59",0,0,0,0,1
387,42,2000.0,102,40,1,-1,"2022/2/20 5:00","2022/2/25 4:59",0,0,0,0,1
388,37,2000.0,109,30,1,-1,"2022/2/20 5:00","2022/2/25 4:59",0,0,0,0,1
389,38,2000.0,112,30,1,-1,"2022/2/20 5:00","2022/2/25 4:59",0,0,0,0,1
390,91,2000.0,101,100,1,-1,"2022/2/22 5:00","2022/3/7 4:59",0,0,0,0,1
391,92,2000.0,102,100,1,-1,"2022/2/22 5:00","2022/3/7 4:59",0,0,0,0,1
392,93,2000.0,111,100,1,-1,"2022/2/22 5:00","2022/3/7 4:59",0,0,0,0,1
393,94,2000.0,109,100,1,-1,"2022/2/22 5:00","2022/3/7 4:59",0,0,0,0,1
394,95,2000.0,112,100,1,-1,"2022/2/22 5:00","2022/3/7 4:59",0,0,0,0,1
395,96,2000.0,6004,100,1,-1,"2022/2/22 5:00","2022/3/7 4:59",0,0,0,0,1
396,97,2000.0,6005,100,1,-1,"2022/2/22 5:00","2022/3/7 4:59",0,0,0,0,1
397,31,2000.0,101,30,1,-1,"2022/2/25 5:00","2022/2/28 4:59",0,0,0,0,1
398,41,2000.0,101,40,1,-1,"2022/2/25 5:00","2022/2/28 4:59",0,0,0,0,1
399,39,2000.0,111,30,1,-1,"2022/2/28 5:00","2022/3/4 4:59",0,0,0,0,1
400,49,2000.0,111,40,1,-1,"2022/2/28 5:00","2022/3/4 4:59",0,0,0,0,1
401,34,2000.0,103,30,1,-1,"2022/2/28 5:00","2022/3/8 4:59",0,0,0,0,1
402,44,2000.0,103,40,1,-1,"2022/2/28 5:00","2022/3/8 4:59",0,0,0,0,1
403,31,2000.0,101,30,1,-1,"2022/3/8 5:00","2022/3/13 4:59",0,0,0,0,1
404,41,2000.0,101,40,1,-1,"2022/3/8 5:00","2022/3/13 4:59",0,0,0,0,1
405,45,2000.0,104,40,1,-1,"2022/3/13 5:00","2022/3/22 4:59",0,0,0,0,1
406,151,2000.0,6004,80,1,-1,"2022/2/28 9:00","2022/3/21 23:59",0,0,0,0,1
407,152,2000.0,6005,80,1,-1,"2022/2/28 9:00","2022/3/21 23:59",0,0,0,0,1
408,91,2000.0,101,100,1,-1,"2022/3/16 5:00","2022/3/31 4:59",0,0,0,0,1
409,92,2000.0,102,100,1,-1,"2022/3/16 5:00","2022/3/31 4:59",0,0,0,0,1
410,93,2000.0,111,100,1,-1,"2022/3/16 5:00","2022/3/31 4:59",0,0,0,0,1
411,94,2000.0,109,100,1,-1,"2022/3/16 5:00","2022/3/31 4:59",0,0,0,0,1
412,95,2000.0,112,100,1,-1,"2022/3/16 5:00","2022/3/31 4:59",0,0,0,0,1
413,96,2000.0,6004,100,1,-1,"2022/3/16 5:00","2022/3/21 23:59",0,0,0,0,1
414,97,2000.0,6005,100,1,-1,"2022/3/16 5:00","2022/3/21 23:59",0,0,0,0,1
415,98,2000.0,7004,100,1,-1,"2022/3/16 11:00","2022/3/23 23:59",0,0,0,0,1
416,99,2000.0,7005,100,1,-1,"2022/3/16 11:00","2022/3/23 23:59",0,0,0,0,1
417,100,2000.0,8004,100,1,-1,"2022/3/16 5:00","2022/3/31 4:59",0,0,0,0,1
418,101,2000.0,8005,100,1,-1,"2022/3/16 5:00","2022/3/31 4:59",0,0,0,0,1
419,37,3000.0,109,30,1,-1,"2022/3/22 5:00","2022/3/26 4:59",0,0,0,0,1
420,38,3000.0,112,30,1,-1,"2022/3/22 5:00","2022/3/26 4:59",0,0,0,0,1
421,31,3000.0,101,30,1,-1,"2022/3/16 5:00","2022/3/24 4:59",0,0,0,0,1
422,41,3000.0,101,40,1,-1,"2022/3/16 5:00","2022/3/24 4:59",0,0,0,0,1
423,32,3000.0,102,30,1,-1,"2022/3/24 5:00","2022/3/30 4:59",0,0,0,0,1
424,42,3000.0,102,40,1,-1,"2022/3/24 5:00","2022/3/30 4:59",0,0,0,0,1
425,34,2000.0,103,30,1,-1,"2022/3/31 5:00","2022/4/7 4:59",0,0,0,0,1
426,44,2000.0,103,40,1,-1,"2022/3/31 5:00","2022/4/7 4:59",0,0,0,0,1
427,251,2000.0,7004,80,1,-1,"2022/3/16 11:00","2022/3/23 23:59",0,0,0,0,1
428,252,2000.0,7005,80,1,-1,"2022/3/16 11:00","2022/3/23 23:59",0,0,0,0,1
429,31,2000.0,101,30,1,-1,"2022/4/4 5:00","2022/4/10 4:59",0,0,0,0,1
430,41,2000.0,101,40,1,-1,"2022/4/4 5:00","2022/4/10 4:59",0,0,0,0,1
431,37,2000.0,109,30,1,-1,"2022/4/10 5:00","2022/4/15 4:59",0,0,0,0,1
432,38,2000.0,112,30,1,-1,"2022/4/10 5:00","2022/4/15 4:59",0,0,0,0,1
433,45,2000.0,104,40,1,-1,"2022/4/10 5:00","2022/4/19 4:59",0,0,0,0,1
434,34,2000.0,103,30,1,-1,"2022/4/14 5:00","2022/4/21 4:59",0,0,0,0,1
435,44,2000.0,103,40,1,-1,"2022/4/14 5:00","2022/4/21 4:59",0,0,0,0,1
436,31,3000.0,101,30,1,-1,"2022/4/15 5:00","2022/4/23 4:59",0,0,0,0,1
437,41,3000.0,101,40,1,-1,"2022/4/15 5:00","2022/4/23 4:59",0,0,0,0,1
438,151,2000.0,6004,80,1,-1,"2022/3/31 9:00","2022/4/14 23:59",0,0,0,0,1
439,152,2000.0,6005,80,1,-1,"2022/3/31 9:00","2022/4/14 23:59",0,0,0,0,1
440,37,3000.0,109,30,1,-1,"2022/4/23 5:00","2022/4/27 4:59",0,0,0,0,1
441,38,3000.0,112,30,1,-1,"2022/4/23 5:00","2022/4/27 4:59",0,0,0,0,1
442,32,3000.0,102,30,1,-1,"2022/4/24 5:00","2022/4/30 4:59",0,0,0,0,1
443,42,3000.0,102,40,1,-1,"2022/4/24 5:00","2022/4/30 4:59",0,0,0,0,1
444,34,2000.0,103,30,1,-1,"2022/4/30 5:00","2022/5/6 4:59",0,0,0,0,1
445,44,2000.0,103,40,1,-1,"2022/4/30 5:00","2022/5/6 4:59",0,0,0,0,1
446,251,2000.0,7004,80,1,-1,"2022/4/15 11:00","2022/4/22 23:59",0,0,0,0,1
447,252,2000.0,7005,80,1,-1,"2022/4/15 11:00","2022/4/22 23:59",0,0,0,0,1
448,32,3000.0,102,30,1,-1,"2022/5/2 5:00","2022/5/5 4:59",0,0,0,0,1
449,42,3000.0,102,40,1,-1,"2022/5/2 5:00","2022/5/5 4:59",0,0,0,0,1
450,31,3000.0,101,30,1,-1,"2022/5/5 5:00","2022/5/10 4:59",0,0,0,0,1
451,41,3000.0,101,40,1,-1,"2022/5/5 5:00","2022/5/10 4:59",0,0,0,0,1
452,37,2000.0,109,30,1,-1,"2022/5/10 5:00","2022/5/15 4:59",0,0,0,0,1
453,38,2000.0,112,30,1,-1,"2022/5/10 5:00","2022/5/15 4:59",0,0,0,0,1
454,45,2000.0,104,40,1,-1,"2022/5/10 5:00","2022/5/19 4:59",0,0,0,0,1
455,34,2000.0,103,30,1,-1,"2022/5/14 5:00","2022/5/21 4:59",0,0,0,0,1
456,44,2000.0,103,40,1,-1,"2022/5/14 5:00","2022/5/21 4:59",0,0,0,0,1
457,31,2000.0,101,30,1,-1,"2022/5/15 5:00","2022/5/22 4:59",0,0,0,0,1
458,41,2000.0,101,40,1,-1,"2022/5/15 5:00","2022/5/22 4:59",0,0,0,0,1
459,151,2000.0,6004,80,1,-1,"2022/4/30 11:00","2022/5/14 23:59",0,0,0,0,1
460,152,2000.0,6005,80,1,-1,"2022/4/30 11:00","2022/5/14 23:59",0,0,0,0,1
461,91,2000.0,101,100,1,-1,"2022/4/30 5:00","2022/5/10 4:59",0,0,0,0,1
462,92,2000.0,102,100,1,-1,"2022/4/30 5:00","2022/5/10 4:59",0,0,0,0,1
463,93,2000.0,111,100,1,-1,"2022/4/30 5:00","2022/5/10 4:59",0,0,0,0,1
464,94,2000.0,109,100,1,-1,"2022/4/30 5:00","2022/5/10 4:59",0,0,0,0,1
465,95,2000.0,112,100,1,-1,"2022/4/30 5:00","2022/5/10 4:59",0,0,0,0,1
466,96,2000.0,6004,100,1,-1,"2022/4/30 11:00","2022/5/10 4:59",0,0,0,0,1
467,97,2000.0,6005,100,1,-1,"2022/4/30 11:00","2022/5/10 4:59",0,0,0,0,1
468,100,2000.0,8004,100,1,-1,"2022/4/30 5:00","2022/5/10 4:59",0,0,0,0,1
469,101,2000.0,8005,100,1,-1,"2022/4/30 5:00","2022/5/10 4:59",0,0,0,0,1
470,32,2000.0,102,30,1,-1,"2022/5/22 5:00","2022/5/27 4:59",0,0,0,0,1
471,42,2000.0,102,40,1,-1,"2022/5/22 5:00","2022/5/27 4:59",0,0,0,0,1
472,37,2000.0,109,30,1,-1,"2022/5/22 5:00","2022/5/27 4:59",0,0,0,0,1
473,38,2000.0,112,30,1,-1,"2022/5/22 5:00","2022/5/27 4:59",0,0,0,0,1
474,31,2000.0,101,30,1,-1,"2022/5/27 5:00","2022/5/31 4:59",0,0,0,0,1
475,41,2000.0,101,40,1,-1,"2022/5/27 5:00","2022/5/31 4:59",0,0,0,0,1
476,34,2000.0,103,30,1,-1,"2022/5/31 5:00","2022/6/5 4:59",0,0,0,0,1
477,44,2000.0,103,40,1,-1,"2022/5/31 5:00","2022/6/5 4:59",0,0,0,0,1
478,251,2000.0,7004,80,1,-1,"2022/5/18 11:00","2022/5/25 23:59",0,0,0,0,1
479,252,2000.0,7005,80,1,-1,"2022/5/18 11:00","2022/5/25 23:59",0,0,0,0,1
480,31,2000.0,101,30,1,-1,"2022/6/3 5:00","2022/6/9 4:59",0,0,0,0,1
481,41,2000.0,101,40,1,-1,"2022/6/3 5:00","2022/6/9 4:59",0,0,0,0,1
482,37,2000.0,109,30,1,-1,"2022/6/10 5:00","2022/6/15 4:59",0,0,0,0,1
483,38,2000.0,112,30,1,-1,"2022/6/10 5:00","2022/6/15 4:59",0,0,0,0,1
484,45,2000.0,104,40,1,-1,"2022/6/10 5:00","2022/6/19 4:59",0,0,0,0,1
485,34,2000.0,103,30,1,-1,"2022/6/14 5:00","2022/6/21 4:59",0,0,0,0,1
486,44,2000.0,103,40,1,-1,"2022/6/14 5:00","2022/6/21 4:59",0,0,0,0,1
487,31,2000.0,101,30,1,-1,"2022/6/15 5:00","2022/6/22 4:59",0,0,0,0,1
488,41,2000.0,101,40,1,-1,"2022/6/15 5:00","2022/6/22 4:59",0,0,0,0,1
489,151,2000.0,6004,80,1,-1,"2022/5/31 11:00","2022/6/14 23:59",0,0,0,0,1
490,152,2000.0,6005,80,1,-1,"2022/5/31 11:00","2022/6/14 23:59",0,0,0,0,1
491,31,2000.0,101,30,1,-1,"2022/6/27 5:00","2022/7/1 4:59",0,0,0,0,1
492,41,2000.0,101,40,1,-1,"2022/6/27 5:00","2022/7/1 4:59",0,0,0,0,1
493,32,2000.0,102,30,1,-1,"2022/6/22 5:00","2022/6/27 4:59",0,0,0,0,1
494,42,2000.0,102,40,1,-1,"2022/6/22 5:00","2022/6/27 4:59",0,0,0,0,1
495,37,2000.0,109,30,1,-1,"2022/6/22 5:00","2022/6/27 4:59",0,0,0,0,1
496,38,2000.0,112,30,1,-1,"2022/6/22 5:00","2022/6/27 4:59",0,0,0,0,1
497,251,2000.0,7004,80,1,-1,"2022/6/16 12:00","2022/6/23 23:59",0,0,0,0,1
498,252,2000.0,7005,80,1,-1,"2022/6/16 12:00","2022/6/23 23:59",0,0,0,0,1
499,34,2000.0,103,30,1,-1,"2022/7/1 5:00","2022/7/5 4:59",0,0,0,0,1
500,44,2000.0,103,40,1,-1,"2022/7/1 5:00","2022/7/5 4:59",0,0,0,0,1
501,31,2000.0,101,30,1,-1,"2022/7/4 5:00","2022/7/10 4:59",0,0,0,0,1
502,41,2000.0,101,40,1,-1,"2022/7/4 5:00","2022/7/10 4:59",0,0,0,0,1
503,32,2000.0,102,30,1,-1,"2022/7/10 5:00","2022/7/13 4:59",0,0,0,0,1
504,42,2000.0,102,40,1,-1,"2022/7/10 5:00","2022/7/13 4:59",0,0,0,0,1
505,37,2000.0,109,30,1,-1,"2022/7/10 5:00","2022/7/15 4:59",0,0,0,0,1
506,38,2000.0,112,30,1,-1,"2022/7/10 5:00","2022/7/15 4:59",0,0,0,0,1
507,45,2000.0,104,40,1,-1,"2022/7/10 5:00","2022/7/19 4:59",0,0,0,0,1
508,34,2000.0,103,30,1,-1,"2022/7/13 5:00","2022/7/20 4:59",0,0,0,0,1
509,44,2000.0,103,40,1,-1,"2022/7/13 5:00","2022/7/20 4:59",0,0,0,0,1
510,151,2000.0,6004,80,1,-1,"2022/6/30 11:00","2022/7/14 23:59",0,0,0,0,1
