unit_id,unit_name,prefab_id,motion_type,se_type,move_speed,search_area_width,atk_type,normal_atk_cast_time,cutin,cutin_star6,visual_change_flag,comment
302601,"双子魔猪",302601,0,16,270,1000,1,1.6,0,0,0,"【物理】さらなる力を得た双子座の魔星獣。\n前衛で防御しつつ、熟達した技で攻撃を行う。\n\n・敵全体に、最大ＨＰに応じた物理\n　大ダメージ。\n・後衛の敵に物理中ダメージを与え、\n　攻撃速度を小ダウン。\n・敵全体に、物理小ダメージ。\n・暴食中、2体とも自分の物理防御力と\n　魔法防御力を極大ダウン。\n　その後自分のＴＰ上昇とクリティカル率を\n　極大アップさせ、敵全体に物理大ダメージを\n　与える。"
302700,"巨钳魔蟹",302700,0,16,270,1000,1,1.8,0,0,0,"【物理】在船墓的入海口筑巢的魔星兽。\n巨大的钳子只要一击就能让无数艘船只沉没。\n\n・对全体敌人造成大量魔法伤害，\n　降低物理防御力。\n・对前方范围内的全体敌人造成中等物理伤害，\n　另外让敌人陷入眩晕状态。\n・对全体敌人造成中等物理伤害。"
302701,"カルキノス",302701,0,16,270,1000,1,1.8,0,0,0,"【物理】幾多の船を沈めた蟹座の魔星獣。\n大海の覇者は万物を断裁し、圧潰し、殲滅する。\n\n・敵全体に魔法大ダメージを与え、物理防御力\n　をダウン。\n・前方範囲内の敵すべてに物理中ダメージを与\n　え、さらにスタン状態にする。\n・敵全体に物理中ダメージ。"
302702,"カルキノス",302702,0,16,270,1000,1,1.8,0,0,0,"【物理】幾多の船を沈めた蟹座の魔星獣。\n大海の覇者は万物を断裁し、圧潰し、殲滅する。\n\n・敵全体に魔法大ダメージを与え、物理防御力\n　をダウン。\n・前方範囲内の敵すべてに物理中ダメージを与\n　え、さらにスタン状態にする。\n・敵全体に物理中ダメージ。\n・一定時間姿を変えて、自分の魔法攻撃力を\n　特大アップさせ、全てのスキルを魔法攻撃に\n　変化させる。\n　その間、自分の物理防御力と魔法防御力を\n　特大ダウンさせる。"
302800,"炎吼狮王",302800,0,16,270,1000,1,1.8,0,0,0,"享有热带草原霸主之名的狮子座魔星兽。\n用灼热的咆哮烧尽所有与它为敌的对象。\n\n·根据最大生命值，对敌方全体造成无视防御力的\n　大量物理伤害，再对残余生命值较少的\n　敌人赋予烧伤状态。\n·对一名敌方角色造成大量物理伤害，在对方处于\n　烧伤状态时再给予追加伤害。\n·对前方范围内的敌人造成中等物理伤害，\n　在对方处于烧伤状态时再造成追加伤害。"
302801,"オルレオン",302801,0,16,270,1000,1,3.0,0,0,0,"【物理】荒涼たる原野に君臨する獅子座の魔星獣。\n鋭爪で大気を切裂き、業火の咆哮が大地を焦がす。\n\n・敵全体に、最大ＨＰに応じた防御力無視の\n　物理大ダメージを与え、残りＨＰの少ない\n　敵はさらに火傷状態にする。\n・敵1キャラに物理大ダメージを与え、火傷\n　状態の場合はさらに追加ダメージ。\n・前方範囲内の敵に物理中ダメージを与え、\n　火傷状態の場合はさらに追加ダメージ。"
302802,"オルレオン",302802,0,16,270,1000,1,3.0,0,0,0,"【物理】荒涼たる原野に君臨する獅子座の魔星獣。\n鋭爪で大気を切裂き、業火の咆哮が大地を焦がす。\n\n・敵全体に、最大ＨＰに応じた防御力無視の\n　物理大ダメージを与え、残りＨＰの少ない\n　敵はさらに火傷状態にする。\n・敵1キャラに物理大ダメージを与え、火傷\n　状態の場合はさらに追加ダメージ。\n・前方範囲内の敵に物理中ダメージを与え、\n　火傷状態の場合はさらに追加ダメージ。\n・敵全体に、最大ＨＰに応じた防御力無視の\n　魔法中ダメージを与え、スタンさせる。\n　残りＨＰの少ない敵は大幅にスタンさせる。"
302900,"阿克艾利欧斯",302900,0,16,270,1000,1,1.8,0,0,0,"被寄宿在神瓶中的魔力所吸收的水瓶座魔星兽。\n沉溺于强大的力量，为了支配大海而肆虐。\n\n·必杀技能对敌方全体给予共计6次的\n　低等魔法伤害。\n　当角色的生命值低于80%时造成击退效果，\n　当低于40%时进一步击退并\n　赋予眩晕状态。\n·对眼前的三名敌方角色给予中等物理伤害。\n·解除自身的属性值降低效果和敌方全体的\n　属性值提升效果，并提升自身的\n　技能值。"
302901,"アクアリオス",302901,0,16,270,1000,1,1.8,0,0,0,"【物理】神瓶に宿る魔力を操る水瓶座の魔星獣。\n激流は全てを飲込み蒼海の支配者として君臨する。\n\n・ユニオンバーストは、敵全体に魔法小ダメージ\n　を計６回与える。\n　キャラのＨＰが80％以下の場合ノックバック\n　させ、40％以下の場合さらに追加でノック\n　バックとスタン状態を付与。\n・目の前の敵１キャラに物理特大ダメージ、前か\n　ら２番目と３番目のキャラに物理大ダメージ。\n・敵全体のステータスアップ効果を解除し、自身\n　のＴＰ、物理防御力、魔法防御力を小アップ。"
302902,"アクアリオス",302902,0,16,270,1000,1,1.8,0,0,0,"【物理】神瓶に宿る魔力を操る水瓶座の魔星獣。\n激流は全てを飲込み蒼海の支配者として君臨する。\n\n・ユニオンバーストは、敵全体に魔法小ダメージ\n　を計６回与える。\n　キャラのＨＰが80％以下の場合ノックバック\n　させ、40％以下の場合さらに追加でノック\n　バックとスタン状態を付与。\n・目の前の敵１キャラに物理特大ダメージ、前か\n　ら２番目と３番目のキャラに物理大ダメージ。\n・敵全体のステータスアップ効果を解除し、自身\n　のＴＰ、物理防御力、魔法防御力を小アップ。\n\n【バトルフィールド効果】\n一定時間が経過するごとに、激流が発生する。\n・パーティキャラ全体に連続で魔法小ダメージ。\n　キャラのＨＰが40％以下の場合、ノックバッ\n　クさせる。\n・アクアリオスのターゲットがブレイクしている\n　場合、アクアリオスに魔法固定ダメージを与え、\n　さらにＴＰを小ダウン。\n　アクアリオスのターゲットがブレイクしていな\n　い場合、アクアリオスの魔法攻撃力を特大アッ\n　プ。"
302903,"アクアリオス",302903,0,16,270,1000,1,1.8,0,0,0,"【物理】神瓶に宿る魔力を操る水瓶座の魔星獣。\n激流は全てを飲込み蒼海の支配者として君臨する。\n\n・ユニオンバーストは、敵全体に魔法小ダメージ\n　を計６回与える。\n　キャラのＨＰが80％以下の場合ノックバック\n　させ、40％以下の場合さらに追加でノック\n　バックとスタン状態を付与。\n・目の前の敵１キャラに物理特大ダメージ、前か\n　ら２番目と３番目のキャラに物理大ダメージ。\n・敵全体のステータスアップ効果を解除し、自身\n　のＴＰ、物理防御力、魔法防御力を小アップ。\n\n【バトルフィールド効果】\n一定時間が経過するごとに、激流が発生する。\n・パーティキャラ全体に連続で魔法小ダメージ。\n　キャラのＨＰが40％以下の場合、ノックバッ\n　クさせる。\n・アクアリオスのターゲットがブレイクしている\n　場合、アクアリオスに魔法固定ダメージを与え、\n　さらにＴＰを小ダウン。\n　アクアリオスのターゲットがブレイクしていな\n　い場合、アクアリオスの魔法攻撃力を特大アッ\n　プ。"
303000,"托尔佩顿",303000,0,16,270,1000,1,1.8,0,0,0,"在海上大闹、呼风唤雨的双鱼座魔星兽。\n它的跟班们红色的鳍是它作为优秀首领的证明。\n\n·很容易受到物理攻击力提升或下降效果\n　的影响。\n·必杀技能对敌方全体给予高等物理伤害，\n　同时提升自身的行动速度和物理\n　攻击力。\n·对敌方全体给予低等物理伤害。\n·对前方两名角色给予中等物理伤害，小幅度降低\n　物理防御力。"
303001,"トルペドン",303001,0,16,270,1000,1,1.8,0,0,0,"【物理】大海を背負って立つ、爆走魚座の魔星獣。\n舎弟に魅せるその背中。共に往くのは覇道の極み。\n\n・物理攻撃力アップ・ダウン効果の影響を受けや\n　すい。\n・ユニオンバーストは、敵全体に物理大ダメージ\n　を与え、自分の行動速度と物理攻撃力をアップ。\n・敵全体に物理小ダメージ。\n・前方２キャラに物理中ダメージを与え、物理防\n　御力を小ダウン。"
303002,"トルペドン",303002,0,16,270,1000,1,1.8,0,0,0,"【物理】大海を背負って立つ、爆走魚座の魔星獣。\n舎弟に魅せるその背中。共に往くのは覇道の極み。\n\n・物理攻撃力アップ・ダウン効果の影響を受けや\n　すい。\n・ユニオンバーストは、敵全体に物理大ダメージ\n　を与え、自分の行動速度と物理攻撃力をアップ。\n・敵全体に物理小ダメージ。\n・前方２キャラに物理中ダメージを与え、物理防\n　御力を小ダウン。\n・旗持ち子分を１体召喚する。\n　旗持ち子分は、トルペドンのＴＰを回復させる。\n　旗持ち子分のＨＰが０になった時、パーティ\n　キャラ全体の物理攻撃力と魔法攻撃力を\n　大アップ。"
303003,"トルペドン",303003,0,16,270,1000,1,1.8,0,0,0,"【物理】大海を背負って立つ、爆走魚座の魔星獣。\n舎弟に魅せるその背中。共に往くのは覇道の極み。\n\n・物理攻撃力アップ・ダウン効果の影響を受けや\n　すい。\n・ユニオンバーストは、敵全体に物理大ダメージ\n　を与え、自分の行動速度と物理攻撃力をアップ。\n・敵全体に物理小ダメージ。\n・前方２キャラに物理中ダメージを与え、物理防\n　御力を小ダウン。\n・旗持ち子分を１体召喚する。\n　旗持ち子分は、トルペドンのＴＰを回復させる。\n　旗持ち子分のＨＰが０になった時、パーティ\n　キャラ全体の物理攻撃力と魔法攻撃力を\n　大アップ。"
303004,"トルペドン",303002,0,16,270,1000,1,1.8,0,0,0,"【物理】大海を背負って立つ、爆走魚座の魔星獣。\n舎弟に魅せるその背中。共に往くのは覇道の極み。\n\n・物理攻撃力アップ・ダウン効果の影響を受けや\n　すい。\n・ユニオンバーストは、敵全体に物理大ダメージ\n　を与え、自分の行動速度と物理攻撃力をアップ。\n・敵全体に物理小ダメージ。\n・前方２キャラに物理中ダメージを与え、物理防\n　御力を小ダウン。\n・旗持ち子分を１体召喚する。\n　旗持ち子分は、トルペドンのＴＰを回復させる。\n　旗持ち子分のＨＰが０になった時、パーティ\n　キャラ全体の物理攻撃力と魔法攻撃力を\n　大アップ。"
303100,"冬眠魔熊",303100,0,13,270,1000,1,3.5,0,0,0,"【物理】氷穴最奥に引き篭り\n生涯冬眠すると決めた巨大熊。\n長い歳月を夢うつつの中で過ごし\n獲物を狩るその一瞬、覚醒する。\n\n・敵全体に魔法大ダメージを与え、\n　物理攻撃力を下げる。\n\n・前方3キャラに物理小ダメージを\n　与える。さらに、前方1キャラを\n　大きく吹き飛ばし、氷結状態\n　にして移動速度を下げる。"
303200,"冰雪夫人",303200,0,6,270,1000,1,1.6,0,0,0,"【物理】吹雪と共に現れ、\n縄張りを荒らす者には\n大群を呼び寄せ襲い掛かる\n雪国イチのゴージャスマダム。\n\n・前方4キャラに魔法中ダメージを\n　与える。\n\n・ランダムな2キャラに魔法\n　小ダメージを与え、\n　凍結状態にする。"
303300,"滴水嘴兽",303300,0,13,270,1000,1,2.1,0,0,0,"【物理】朽ちた遺跡に残り\n主亡き地を護る、謎の鳥像。\n街も命令も、全て砂と消えた今は\n誰彼構わず炎を吐き襲い掛かる。\n\n・前方5キャラに魔法中ダメージを\n　与え、火傷状態にする。さらに、\n　魔法防御力を下げる。\n\n・ランダムな3キャラに\n　魔法小ダメージを与え、\n　敵全体を暗闇状態にする。"
303301,"ダークガーゴイル",303301,0,13,270,1000,1,2.1,0,0,0,"【物理】暴食の君主に仕える、近衛の黒鉄像。\n冥府を彷徨いし魂を巧みに操り、主に捧げる。\n\n・敵全体に魔法中ダメージを与え、火傷状態にし、\n　さらに魔法防御力を特大ダウンさせる。\n・敵全体に魔法小ダメージを与え、\n　物理攻撃力を大ダウン、魔法攻撃力を特大ダウ\n　ンさせる。"
303302,"ダークガーゴイル",303302,0,13,270,1000,1,2.1,0,0,0,"【物理】暴食の君主に仕える、近衛の黒鉄像。\n冥府を彷徨いし魂を巧みに操り、主に捧げる。\n\n・敵全体に魔法中ダメージを与え、火傷状態にし、\n　さらに魔法防御力を特大ダウンさせる。\n・敵全体に魔法小ダメージを与え、\n　物理攻撃力を大ダウン、魔法攻撃力を特大ダウ\n　ンさせる。"
303400,"沙之槌",303400,0,13,270,1000,1,1.9,0,0,0,"【物理】君临生存竞争激烈的沙漠\n顶端的巨大蜥蜴。\n利用毒、活用沙子的战法是在\n残酷的环境中习得的生存术。\n\n·对敌方全体造成中等物理\n　伤害，并降低其行动速度。\n　同时提升己方全体的物理\n　攻击力。\n\n·以前方一名角色为中心，对小范围\n　内的敌人造成少量物理伤害，\n　并赋予中毒状态。\n　同时，降低敌人的物理防御力。"
303401,"巨型蜥蜴",303401,0,13,270,1000,1,1.9,0,0,0,"【物理】带着露娜魔力而变异的巨蜥。\n硬刺状的鳞片可以削弱敌人的体力和防御。\n\n·对敌方全体造成大量物理伤害\n　同时削减技能值。\n·对前方两名角色造成中等物理伤害\n　并赋予中毒状态。\n·对前方三名角色造成中等物理伤害。\n　同时对前方一名角色造成大量物理伤害，\n　并中等幅度地降低其物理防御力和魔法防御力。"
303402,"巨型蜥蜴",303402,0,13,270,1000,1,1.9,0,0,0,"【物理】带着露娜魔力而变异的巨蜥。\n硬刺状的鳞片可以削弱敌人的体力和防御。\n\n·对敌方全体造成大量物理伤害\n　同时削减技能值。\n·对前方两名角色给予中等物理伤害\n　并赋予中毒状态。\n·对前方三名角色造成中等物理伤害。\n　同时对前方一名角色造成\n　大量物理伤害，并中等幅度地降低其物理防御力和魔法防御力。"
303500,"怒蛇",303500,0,13,270,1000,1,1.8,0,0,0,"【物理】凭借持续吸收其他生物\n的魔力来掌握妖术的魔物。\n从敌人身上的伤口处夺取魔力，\n进而获得更多的力量。\n\n·对敌方全体造成中等魔法伤害\n　削减所有使用魔法攻击的\n　敌人的技能值。\n\n·以前方一名角色为中心，\n　对小范围敌人造成少量魔法伤害，\n　并降低魔法防御力。"
303501,"怒蛇",303501,0,13,270,1000,1,1.8,0,0,0,"【物理】吸い続けた他者の\n魔力で、妖術を体得した魔物。\n敵に付けた傷から魔力を奪い、\nさらなる力を得ようとする。\n\n・敵全体に魔法中ダメージを与え、\n　魔法攻撃をする敵すべての\n　ＴＰを下げる。\n・前方２キャラに魔法中ダメージを与え、\n　魔法防御力を下げる。"
303600,"熔岩龙",303600,0,13,270,1000,1,1.7,0,0,0,"【物理】凶猛的恐龙，使用强韧的脚\n和锐利的爪子来瞬间捕获猎物。\n在毁灭的大地上以岩浆为食，\n孤高地生存着。\n\n·对敌方全体造成中等物理伤害\n　提升自身的行动速度。\n\n·对前方三名角色造成中等\n　物理伤害，并使其行动速度下降。"
303700,"地狱犬",303700,0,14,270,1000,1,0.7,0,0,0,"【物理】坠入火山后，全身缠绕着\n地狱的火焰而复苏的双头魔犬。\n与爱犬波尼一同在领地驰骋，\n用灼热的火焰来招待入侵者。\n\n·对敌方全体给予中等物理伤害，\n　并赋予烧伤状态。同时回复\n　召唤的怪物的生命值。\n\n·召唤波尼。"
303800,"阿尔玛",303800,0,16,270,1000,1,2.0,0,0,0,"【物理】从远古开始守护迷宫的防卫兵器。静静等待跨越所有陷阱，侵入最深处的侵入者。\n·根据角色的最大生命值，对敌方全体给予\n　中等魔法伤害。\n·对前方范围内的敌人给予中等物理伤害。"
303801,"阿尔玛",303800,0,16,270,1000,1,2.0,0,0,0,"【物理】从远古开始守护迷宫的防卫兵器。静静等待跨越所有陷阱，侵入最深处的侵入者。\n·根据角色的最大生命值，对敌方全体给予\n　特大魔法伤害。\n·对前方范围内的敌人给予中等物理伤害。\n·对残余生命值最高的敌人，根据其最大生命值，\n　给予中等魔法伤害并使其眩晕。\n·当阿尔玛自身的生命值低于50％时，\n　它的攻击会变得更为凶暴。"
303900,"独眼巨人",303900,0,13,270,1000,1,2.0,0,0,0,"【物理】怪力が自慢の、凶暴な一つ目巨人。\n瞳に魔力をみなぎらせ、強力な怪光線を放つ。\n\n・敵全体に魔法大ダメージ。\n　残りＨＰが１００％のキャラにはダメージが\n　アップし、さらに行動速度をダウンさせる。\n・最も物理攻撃力が高い１キャラに、最大ＨＰ\n　に応じた物理中ダメージを与え、ＴＰダウン。"
303901,"独眼巨人",303901,0,13,270,1000,1,2.0,0,0,0,"【物理】怪力が自慢の、凶暴な一つ目巨人。\n瞳に魔力をみなぎらせ、強力な怪光線を放つ。\n\n・敵全体に魔法大ダメージ。\n　残りＨＰが１００％のキャラにはダメージが\n　アップし、さらに行動速度をダウンさせる。\n・最も物理攻撃力が高い１キャラに、最大ＨＰ\n　に応じた物理中ダメージを与え、ＴＰダウン。"
303902,"サイクロプス",303902,0,13,270,1000,1,2.0,0,0,0,"【物理】怪力が自慢の、凶暴な一つ目巨人。\n瞳に魔力をみなぎらせ、強力な怪光線を放つ。\n\n・敵全体に魔法大ダメージ。\n　残りＨＰが１００％のキャラにはダメージが\n　アップし、さらに行動速度をダウンさせる。\n・最も物理攻撃力が高い１キャラに、最大ＨＰ\n　に応じた物理中ダメージを与え、ＴＰダウン。"
304000,"暗黑独角兽",304000,0,13,270,1000,1,2.0,0,0,0,"【物理】夢幻より生まれ、闇を彷徨う魔獣。\n悪夢の牢に獲物を縛り、旨そうに生気を喰う。\n\n・物理攻撃力が最も高い敵１キャラに魔法特大ダ\n　メージを与え、ＴＰを特大ダウン。\n・物理攻撃力が最も高い敵１キャラを中心とした\n　範囲内の敵すべてに魔法中ダメージを与え、さ\n　らに呪い状態にする。"
304001,"ムーバ",304001,0,13,270,1000,1,2.0,0,0,0,"【物理】夢幻より生まれ、闇を彷徨う魔獣。\n悪夢の牢に獲物を縛り、旨そうに生気を喰う。\n\n・物理攻撃力が最も高い敵１キャラに魔法特大ダ\n　メージを与え、ＴＰを特大ダウン。\n・物理攻撃力が最も高い敵１キャラを中心とした\n　範囲内の敵すべてに魔法中ダメージを与え、\n　ＴＰを中ダウン、さらに呪い状態にする。"
304100,"泰坦陆龟",304100,0,13,270,1000,1,2.5,0,0,0,"又老又大的陆龟，龟壳上甚至有大树扎根。\n持续忍耐敌人的攻击，施加愤怒的反击。\n\n·对全体敌人造成大量物理伤害。\n·根据自己缩在龟壳期间受到的伤害量\n　来给予敌人相应的物理伤害。"
304200,"卡尔古",304200,0,16,270,1000,1,1.8,0,0,0,"【物理】吞吃尸体的凶暴大型魔兽。\n全身缠绕着强韧的尖刺，执着的捕获猎物。\n·对全体敌人造成与其最大生命值相适应的\n中等物理伤害。\n·对后方范围造成中等物理伤害\n　并令其眩晕。"
304201,"卡尔古",304200,0,16,270,1000,1,1.8,0,0,0,"【物理】吞吃尸体的凶暴大型魔兽。\n全身缠绕着强韧的尖刺，执着的捕获猎物。\n·对全体敌人造成与其最大生命值相适应的\n中等物理伤害。\n·对后方范围造成中等物理伤害\n　并令其眩晕。\n·对前方第2个敌人造成中等物理伤害。\n·卡尔古在生命值低于50%后会展开\n　更为激烈凶暴的攻击。"
304300,"腾特帕斯",304300,0,16,270,1000,1,1.8,0,0,0,"【物理】君临海边的巨大软体魔兽。\n强韧的触手和钢铁的大鱼叉可以彻底破坏一切。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对后方范围造成中等魔法伤害，\n　令其陷入麻痹状态，另外特大幅降低物理攻击力、\n　魔法攻击力。\n·经过一定时间后对单个敌人造成\n　超大量物理伤害。\n·腾特帕斯自己的生命值低于40％后，\n　会展开更为激烈凶暴的攻击。"
304301,"腾特帕斯",304300,0,16,270,1000,1,1.8,0,0,0,"【物理】君临海边的巨大软体魔兽。\n强韧的触手和钢铁的大鱼叉可以彻底破坏一切。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对后方范围造成中等魔法伤害，\n　令其陷入麻痹状态，另外特大幅降低物理攻击力、\n　魔法攻击力。"
304302,"腾特帕斯",304300,0,16,270,1000,1,1.8,0,0,0,"【物理】君临海边的巨大软体魔兽。\n强韧的触手和钢铁的大鱼叉可以彻底破坏一切。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对后方范围造成中等魔法伤害，\n　令其陷入麻痹状态，另外特大幅降低物理攻击力、\n　魔法攻击力。\n·腾特帕斯自己的生命值低于40％后，\n　会展开更为激烈凶暴的攻击。"
304303,"腾特帕斯",304300,0,16,270,1000,1,1.8,0,0,0,"【物理】君临海边的巨大软体魔兽。\n强韧的触手和钢铁的大鱼叉可以彻底破坏一切。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对后方范围造成中等魔法伤害，\n　令其陷入麻痹状态，另外特大幅降低物理攻击力、\n　魔法攻击力。\n·经过一定时间后对单个敌人造成\n　超大量物理伤害。\n·腾特帕斯自己的生命值低于40％后，\n　会展开更为激烈凶暴的攻击。"
304400,"岛鲸",304400,0,16,270,1000,1,1.8,0,0,0,"【物理】吞噬大量探险家的幻岛巨鲸。冷酷无情地送葬被欲望、幻想缠住的愚者。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对全体敌人造成中等魔法伤害，\n　另外极大提高岛鲸自身的物理防御力、\n　魔法防御力。\n·对前方范围造成大量魔法伤害，\n　再将敌人击飞。\n·岛鲸自身的生命值低于40%时，\n　会展开更为激烈凶暴的攻击。"
304401,"岛鲸",304400,0,16,270,1000,1,1.8,0,0,0,"【物理】吞噬大量探险家的幻岛巨鲸。冷酷无情地送葬被欲望、幻想缠住的愚者。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对全体敌人造成中等魔法伤害，\n　另外极大提高岛鲸自身的物理防御力、\n　魔法防御力。"
304402,"岛鲸",304400,0,16,270,1000,1,1.8,0,0,0,"【物理】吞噬大量探险家的幻岛巨鲸。冷酷无情地送葬被欲望、幻想缠住的愚者。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对全体敌人造成中等魔法伤害，\n　另外极大提高岛鲸自身的物理防御力、\n　魔法防御力。\n·对前方范围造成大量魔法伤害，\n　再将敌人击飞。\n·岛鲸自身的生命值低于40%时，\n　会展开更为激烈凶暴的攻击。"
304403,"岛鲸",304400,0,16,270,1000,1,1.8,0,0,0,"【物理】吞噬大量探险家的幻岛巨鲸。冷酷无情地送葬被欲望、幻想缠住的愚者。\n·根据角色最大生命值，对全体敌人造成相应威力\n　的大量物理伤害。\n·对全体敌人造成中等魔法伤害，\n　另外极大提高岛鲸自身的物理防御力、\n　魔法防御力。\n·对前方范围造成大量魔法伤害，\n　再将敌人击飞。\n·岛鲸自身的生命值低于40%时，\n　会展开更为激烈凶暴的攻击。"
304500,"雷电",304500,0,16,270,1000,1,1.8,0,0,0,"【物理】熟練の戦闘術で翻弄するクワガタの魔物。\n豪雷を纏う技のキレに、シビれる者が続出。\n\n・ユニオンバーストは、前から２キャラに物理中\n　ダメージを与え麻痺させる。\n　さらに敵全体に物理中ダメージを与えたのち、\n　自身の物理防御力と魔法防御力を中ダウン。\n・一定時間無敵状態になる。"
304600,"莱莱",304600,0,16,270,1000,1,1.8,0,0,0,"【魔法】雷雲を従え、無邪気に暴れるカミナリ娘。\n油断すると、加減知らずの雷撃を見舞われる。\n\n・敵全体に魔法中ダメージ。\n・後方２キャラの敵に魔法小ダメージ。"
304601,"ライライ",304601,0,16,270,1000,1,1.8,0,0,0,"【魔法】雷雲を従え、無邪気に暴れるカミナリ娘。\n油断すると、加減知らずの雷撃を見舞われる。\n\n・敵全体に魔法中ダメージを与え、さらにスタン\n　させる。\n・後方２キャラの敵に魔法小ダメージを与え、さ\n　らにＴＰを小ダウン。"
304700,"生灵铠甲",304700,0,16,270,1000,1,0.8,0,0,0,"【物理】吞噬金属，操纵武器的神秘魔物。\n通过增殖融合变为超大的怪物，威胁和平。\n·根据角色最大生命值，对全体敌人造成相应威力的\n　大量物理伤害，大幅度降低物理攻击力和\n　物理防御力。\n·对前方范围造成大量物理伤害。\n·减少技能值最高的三名敌人的技能值，\n　大幅度提高自身的物理攻击力。\n·生灵铠甲自身的生命值低于40%后，　会展开更为激烈凶暴的攻击。"
304701,"生灵铠甲",304700,0,16,270,1000,1,0.8,0,0,0,"【物理】吞噬金属，操纵武器的神秘魔物。\n通过增殖融合变为超大的怪物，威胁和平。\n·根据角色最大生命值，对全体敌人造成相应威力的\n　大量物理伤害，大幅度降低物理攻击力和\n　物理防御力。\n·对前方范围造成大量物理伤害。"
304702,"生灵铠甲",304700,0,16,270,1000,1,0.8,0,0,0,"【物理】吞噬金属，操纵武器的神秘魔物。\n通过增殖融合变为超大的怪物，威胁和平。\n·根据角色最大生命值，对全体敌人造成相应威力的\n　大量物理伤害，大幅度降低物理攻击力和\n　物理防御力。\n·对前方范围造成大量物理伤害。\n·减少剩余生命值最高的三名敌人的技能值，\n　大幅度提高自身的物理攻击力。\n·生灵铠甲自身的生命值低于40%后，\n　会展开更为激烈凶暴的攻击。"
304703,"生灵铠甲",304700,0,16,270,1000,1,0.8,0,0,0,"【物理】吞噬金属，操纵武器的神秘魔物。\n通过增殖融合变为超大的怪物，威胁和平。\n·根据角色最大生命值，对全体敌人造成相应威力的\n　大量物理伤害，大幅度降低物理攻击力和\n　物理防御力。\n·对前方范围造成大量物理伤害。\n·减少剩余生命值最高的三名敌人的技能值，\n　大幅度提高自身的物理攻击力。\n·生灵铠甲自身的生命值低于40%后，\n　会展开更为激烈凶暴的攻击。"
304704,"崩坏的黑甲骑士",304704,0,16,270,1000,1,1.8,0,0,0,"【物理】吞噬露娜之塔的魔力，不断增殖融合的\n神秘魔物。无差别地碾压一切。\n\n·给予全体敌人高等物理伤害，\n　另外中等幅度降低物理防御力。\n·对前方范围内的敌人造成物理伤害，\n　并使其中物理攻击力最高的两名敌人的\n　物理攻击力特大幅度下降，同时\n　技能值特大幅度下降。\n　自身的物理防御力大幅度下降。\n·对前方三名敌人造成中等物理伤害，\n　中等提高物理攻击力。"
304705,"リビングメイル",304705,0,16,270,1000,1,0.8,0,0,0,"【物理】金属を喰らい、武具を操る謎の魔物。\n増殖融合し超大な怪物となり、平和を脅かす。\n\n・敵全体にキャラの最大ＨＰに応じた\n　物理大ダメージを与え、物理攻撃力と\n　物理防御力を大ダウン。\n・前方範囲内に物理大ダメージを与える。\n・ＴＰの高い敵3キャラのＴＰを減少させ、\n　自身の物理攻撃力を大アップ。\n・リビングメイル自身のＨＰが40％を切ると、　さらに攻撃が激しく凶暴になる。"
304706,"リビングメイル",304705,0,16,270,1000,1,0.8,0,0,0,"【物理】金属を喰らい、武具を操る謎の魔物。\n増殖融合し超大な怪物となり、平和を脅かす。\n\n・敵全体にキャラの最大ＨＰに応じた\n　物理大ダメージを与え、物理攻撃力と\n　物理防御力を大ダウン。\n・前方範囲内に物理大ダメージを与える。"
304707,"リビングメイル",304705,0,16,270,1000,1,0.8,0,0,0,"【物理】金属を喰らい、武具を操る謎の魔物。\n増殖融合し超大な怪物となり、平和を脅かす。\n\n・敵全体にキャラの最大ＨＰに応じた\n　物理大ダメージを与え、物理攻撃力と\n　物理防御力を大ダウン。\n・前方範囲内に物理大ダメージを与える。\n・残りＨＰの割合が多い敵3キャラのＴＰを\n　減少させ、自身の物理攻撃力を大アップ。\n・リビングメイル自身のＨＰが40％を切ると、　さらに攻撃が激しく凶暴になる。"
304708,"リビングメイル",304705,0,16,270,1000,1,0.8,0,0,0,"【物理】金属を喰らい、武具を操る謎の魔物。\n増殖融合し超大な怪物となり、平和を脅かす。\n\n・敵全体にキャラの最大ＨＰに応じた\n　物理大ダメージを与え、物理攻撃力と\n　物理防御力を大ダウン。\n・前方範囲内に物理大ダメージを与える。\n・残りＨＰの割合が多い敵3キャラのＴＰを\n　減少させ、自身の物理攻撃力を大アップ。\n・リビングメイル自身のＨＰが40％を切ると、　さらに攻撃が激しく凶暴になる。"
304800,"幽灵领主",304800,0,16,270,1000,1,1.8,0,0,0,"冥府的高官，率领作为亡灵的强者之魂。\n将死者的执念附于刀刃之上，使对手的动作变得迟缓。\n\n·对敌方全体造成魔法伤害（大），\n　并降低其物理攻击力。\n·对敌方全体造成魔法伤害（大）。\n　对进行物理攻击的敌人造成额外伤害，\n　并降低其行动速度。"
